#title = mean sea level anomaly North Atlantic (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.61 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2010.4287,,11.13000,,
2010.4434,,,16.92000,
2010.4568,,15.16000,,
2010.4705,,,13.45000,
2010.4839,,0.59000,,
2010.4977,,,5.84000,
2010.5110,,4.09000,,
2010.5249,,,9.58000,
2010.5384,,13.19000,,
2010.5519,,,2.76000,
2010.5646,,-1.83000,,
2010.5791,,,-7.75000,
2010.5924,,-3.87000,,
2010.6061,,,5.53000,
2010.6198,,4.37000,,
2010.6333,,,2.59000,
2010.6467,,5.53000,,
2010.6605,,,15.21000,
2010.6738,,18.31000,,
2010.6878,,,19.94000,
2010.7011,,22.91000,,
2010.7147,,,22.75000,
2010.7284,,24.19000,,
2010.7420,,,12.47000,
2010.7553,,3.71000,,
2010.7693,,,5.34000,
2010.7827,,17.38000,,
2010.7962,,,16.38000,
2010.8098,,9.48000,,
2010.8233,,,-6.47000,
2010.8369,,-12.82000,,
2010.8503,,,-13.32000,
2010.8641,,8.43000,,
2010.8777,,,4.04000,
2010.8912,,2.22000,,
2010.9049,,,-1.30000,
2010.9182,,-13.85000,,
2010.9320,,,-10.26000,
2010.9454,,-24.30000,,
2010.9591,,,-14.00000,
2010.9723,,-16.73000,,
2010.9864,,,-16.08000,
2010.9999,,-12.90000,,
2011.0133,,,-3.70000,
2011.0267,,5.06000,,
2011.0408,,,17.91000,
2011.0540,,7.25000,,
2011.0677,,,-9.08000,
2011.0808,,-9.18000,,
2011.0946,,,1.43000,
2011.1077,,-3.50000,,
2011.1224,,,7.40000,
2011.1357,,8.16000,,
2011.1492,,,13.53000,
2011.1625,,13.47000,,
2011.1762,,,11.52000,
2011.1897,,8.41000,,
2011.2035,,,-7.40000,
2011.2169,,-13.56000,,
2011.2306,,,-9.56000,
2011.2440,,-11.98000,,
2011.2577,,,-6.97000,
2011.2710,,1.83000,,
2011.2849,,,4.56000,
2011.2983,,0.95000,,
2011.3120,,,0.02000,
2011.3255,,6.06000,,
2011.3392,,,-3.09000,
2011.3526,,0.08000,,
2011.3663,,,-1.30000,
2011.3798,,1.40000,,
2011.3935,,,0.83000,
2011.4070,,-2.12000,,
2011.4206,,,1.64000,
2011.4339,,8.50000,,
2011.4478,,,7.03000,
2011.4611,,9.62000,,
2011.4750,,,13.81000,
2011.4884,,13.77000,,
2011.5021,,,5.36000,
2011.5155,,-4.12000,,
